Date,Open,High,Low,Close,Adj Close,Volume
2021-06-29,21.190001,21.250000,21.100000,21.209999,21.209999,425500
2021-06-30,21.190001,21.200001,20.980000,21.010000,21.010000,385500
2021-07-01,20.990000,21.090000,20.889999,21.010000,21.010000,251600
2021-07-02,21.150000,21.160000,20.910000,20.959999,20.959999,292500
2021-07-06,20.900000,20.920000,20.652000,20.840000,20.840000,518400
2021-07-07,20.840000,20.895000,20.590000,20.780001,20.780001,351500
2021-07-08,20.320000,20.605000,20.250000,20.559999,20.559999,478200
2021-07-09,20.780001,20.922001,20.650000,20.900000,20.900000,379000
2021-07-12,20.969999,20.975000,20.780001,20.860001,20.860001,381500
2021-07-13,20.750000,20.860001,20.680000,20.700001,20.700001,308700
2021-07-14,20.799999,20.830000,20.500000,20.510000,20.510000,332600
2021-07-15,20.430000,20.500000,20.171000,20.290001,20.290001,375200
2021-07-16,20.400000,20.400000,20.040001,20.090000,20.090000,297600
2021-07-19,19.799999,19.840000,19.610001,19.830000,19.830000,465500
2021-07-20,19.900000,20.340000,19.820000,20.299999,20.299999,352200
2021-07-21,20.320000,20.510000,20.309999,20.510000,20.510000,275000
2021-07-22,20.530001,20.549999,20.393000,20.490000,20.490000,197100
2021-07-23,20.480000,20.549999,20.379999,20.540001,20.540001,230200
2021-07-26,20.410000,20.410000,20.250000,20.320000,20.320000,379800
2021-07-27,20.209999,20.209999,19.790001,20.000000,20.000000,402800
2021-07-28,20.190001,20.480000,20.190001,20.434999,20.434999,229400
2021-07-29,20.500000,20.618999,20.440001,20.549999,20.549999,216100
2021-07-30,20.309999,20.450001,20.302000,20.340000,20.340000,220600
2021-08-02,20.459999,20.469999,20.299999,20.330000,20.330000,213400
2021-08-03,20.330000,20.330000,20.070000,20.309999,20.309999,183100
2021-08-04,20.219999,20.260000,20.105000,20.174999,20.174999,202100
2021-08-05,20.190001,20.480000,20.190001,20.480000,20.480000,235600
2021-08-06,20.450001,20.530001,20.340000,20.360001,20.360001,194600
2021-08-09,20.360001,20.469999,20.270000,20.410000,20.410000,234300
2021-08-10,20.490000,20.514999,20.400000,20.420000,20.420000,173700
2021-08-11,20.549999,20.780001,20.549999,20.775000,20.775000,273500
2021-08-12,20.650000,20.715000,20.600000,20.620001,20.620001,225000
2021-08-13,20.559999,20.570000,20.250000,20.270000,20.270000,242500
2021-08-16,20.160000,20.205000,20.010000,20.155001,20.155001,277900
2021-08-17,20.010000,20.080000,19.809999,19.920000,19.920000,370500
2021-08-18,19.940001,20.030001,19.780001,19.799999,19.799999,207400
2021-08-19,19.610001,19.795000,19.570000,19.650000,19.650000,264200
2021-08-20,19.570000,19.850000,19.530001,19.834999,19.834999,227800
2021-08-23,19.950001,20.205000,19.950001,20.170000,20.170000,251100
2021-08-24,20.240000,20.389999,20.240000,20.379999,20.379999,260400
2021-08-25,20.350000,20.570000,20.340000,20.500000,20.500000,330800
2021-08-26,20.450001,20.600000,20.400000,20.450001,20.450001,240300
2021-08-27,20.520000,20.889999,20.520000,20.855000,20.855000,424900
2021-08-30,20.959999,21.150000,20.930000,21.129999,21.129999,638700
2021-08-31,21.000000,21.084000,20.920000,21.035000,21.035000,222600
2021-09-01,21.049999,21.240000,21.040001,21.129999,21.129999,359200
2021-09-02,21.200001,21.330000,21.170000,21.245001,21.245001,571800
2021-09-03,21.160000,21.219999,21.115000,21.190001,21.190001,187200
2021-09-07,21.180000,21.236000,21.110001,21.155001,21.155001,307000
2021-09-08,21.049999,21.062000,20.770000,20.915001,20.915001,303200
2021-09-09,20.879999,21.000000,20.870001,20.879999,20.879999,239100
2021-09-10,20.969999,21.018000,20.780001,20.790001,20.790001,173700
2021-09-13,20.900000,20.920000,20.530001,20.665001,20.665001,321200
2021-09-14,20.690001,20.700001,20.360001,20.410000,20.410000,234000
2021-09-15,20.430000,20.520000,20.290001,20.504999,20.504999,190300
2021-09-16,20.510000,20.559999,20.415001,20.500000,20.500000,219400
2021-09-17,20.510000,20.559999,20.370001,20.485001,20.485001,142800
2021-09-20,20.110001,20.240000,19.834999,20.090000,20.090000,439800
2021-09-21,20.170000,20.190001,19.934999,20.049999,20.049999,206900
2021-09-22,20.180000,20.410000,20.180000,20.309999,20.309999,192700
2021-09-23,20.350000,20.584999,20.330000,20.549999,20.549999,288400
2021-09-24,20.420000,20.514999,20.370001,20.440001,20.440001,154800
2021-09-27,20.440001,20.504999,20.302000,20.420000,20.420000,196600
2021-09-28,20.180000,20.231001,19.809999,19.870001,19.870001,406300
2021-09-29,19.969999,20.025000,19.740000,19.770000,19.770000,341300
2021-09-30,19.879999,19.900999,19.570000,19.570000,19.570000,265400
2021-10-01,19.680000,19.775000,19.440001,19.700001,19.700001,312300
2021-10-04,19.629999,19.639999,19.139999,19.250000,19.250000,341800
2021-10-05,19.309999,19.545000,19.246000,19.450001,19.450001,355800
2021-10-06,19.230000,19.450001,19.120001,19.440001,19.440001,260000
2021-10-07,19.650000,19.798000,19.580000,19.709999,19.709999,291600
2021-10-08,19.780001,19.780001,19.559999,19.570000,19.570000,272900
2021-10-11,19.549999,19.687000,19.440001,19.440001,19.440001,170700
2021-10-12,19.520000,19.600000,19.459999,19.520000,19.520000,114400
2021-10-13,19.610001,19.662001,19.459999,19.629999,19.629999,180000
2021-10-14,19.799999,19.920000,19.775000,19.870001,19.870001,216900
2021-10-15,19.950001,19.990000,19.889999,19.889999,19.889999,187700
2021-10-18,19.809999,19.971001,19.780001,19.950001,19.950001,191300
2021-10-19,20.000000,20.254999,20.000000,20.240000,20.240000,236600
2021-10-20,20.260000,20.299999,20.170000,20.219999,20.219999,234000
2021-10-21,20.209999,20.389999,20.209999,20.360001,20.360001,211200
2021-10-22,20.350000,20.445000,20.150000,20.190001,20.190001,199600
2021-10-25,20.160000,20.344999,20.080999,20.299999,20.299999,258800
2021-10-26,20.290001,20.379999,20.120001,20.165001,20.165001,271800
2021-10-27,20.209999,20.230000,19.910000,19.910000,19.910000,262100
2021-10-28,19.959999,20.160000,19.959999,20.150000,20.150000,531400
2021-10-29,20.030001,20.139000,20.025000,20.120001,20.120001,173200
2021-11-01,20.250000,20.530001,20.209999,20.495001,20.495001,485900
2021-11-02,20.530001,20.559999,20.420000,20.490000,20.490000,321100
2021-11-03,20.459999,20.715000,20.452999,20.690001,20.690001,269800
2021-11-04,20.790001,20.920000,20.709999,20.840000,20.840000,330000
2021-11-05,20.910000,21.030001,20.780001,20.920000,20.920000,421300
2021-11-08,21.000000,21.219999,21.000000,21.200001,21.200001,399300
2021-11-09,21.209999,21.298000,20.900000,21.075001,21.075001,320500
2021-11-10,20.809999,21.035000,20.565001,20.639999,20.639999,416800
2021-11-11,20.730000,20.899000,20.730000,20.780001,20.780001,273200
2021-11-12,20.770000,20.850000,20.629999,20.850000,20.850000,212700
2021-11-15,20.900000,20.980000,20.830999,20.920000,20.920000,196500
2021-11-16,20.820000,20.985001,20.790001,20.930000,20.930000,194100
2021-11-17,20.900000,20.985001,20.770000,20.850000,20.850000,324700
2021-11-18,20.900000,20.900000,20.549999,20.639999,20.639999,267000
2021-11-19,20.580000,20.639999,20.445000,20.455000,20.455000,196200
2021-11-22,20.420000,20.490000,19.980000,19.980000,19.980000,331000
2021-11-23,19.930000,20.049999,19.620001,19.809999,19.809999,351900
2021-11-24,19.629999,19.940001,19.549999,19.930000,19.930000,176100
2021-11-26,19.459999,19.565001,19.219999,19.469999,19.469999,234600
2021-11-29,19.660000,19.680000,19.260000,19.490000,19.490000,291300
2021-11-30,19.389999,19.530001,19.045000,19.200001,19.200001,293200
2021-12-01,19.420000,19.559999,18.670000,18.670000,18.670000,532700
2021-12-02,18.780001,19.120001,18.730000,19.070000,19.070000,266900
2021-12-03,19.160000,19.202000,18.459999,18.690001,18.690001,493100
2021-12-06,18.709999,18.990000,18.500000,18.900000,18.900000,292000
2021-12-07,19.260000,19.430000,19.150000,19.230000,19.230000,230200
2021-12-08,19.270000,19.504999,19.100000,19.469999,19.469999,148900
2021-12-09,19.370001,19.468000,19.090000,19.139999,19.139999,208300
2021-12-10,19.230000,19.299999,18.975000,19.010000,19.010000,255700
2021-12-13,18.980000,19.049999,18.709999,18.799999,18.799999,372000
2021-12-14,18.600000,18.809999,18.400000,18.570000,18.570000,338100
2021-12-15,18.530001,18.889999,18.250000,18.870001,18.870001,365400
2021-12-16,19.004999,19.129999,18.430000,18.480000,18.480000,308700
2021-12-17,18.320000,18.760000,18.200001,18.580000,18.580000,244500
2021-12-20,18.290001,18.389999,18.120001,18.290001,18.290001,430400
2021-12-21,18.469999,18.840000,18.469999,18.840000,18.840000,142300
2021-12-22,18.840000,18.940001,18.740000,18.840000,18.840000,247400
2021-12-23,18.900000,19.150000,18.870001,19.080000,19.080000,247200
2021-12-27,19.090000,19.200001,19.021000,19.120001,19.120001,204300
2021-12-28,19.059999,19.268999,19.004999,19.040001,19.040001,222600
2021-12-29,19.000000,19.059999,18.830000,18.950001,18.950001,226400
2021-12-30,18.930000,19.170000,18.900000,19.020000,19.020000,317100
2021-12-31,18.990000,19.059999,18.850000,18.850000,18.850000,217700
2022-01-03,19.010000,19.049999,18.750000,18.950001,18.950001,272400
2022-01-04,19.040001,19.040001,18.690001,18.830000,18.830000,266600
2022-01-05,18.840000,18.900000,18.180000,18.190001,18.190001,296000
2022-01-06,18.129999,18.268999,17.850000,18.090000,18.090000,444000
2022-01-07,18.110001,18.280001,17.860001,17.969999,17.969999,263400
2022-01-10,17.780001,17.820000,17.459999,17.770000,17.770000,356800
2022-01-11,17.809999,18.165001,17.730000,18.090000,18.090000,188400
2022-01-12,18.180000,18.280001,17.850000,17.920000,17.920000,192000
2022-01-13,17.920000,18.014999,17.500000,17.520000,17.520000,239400
2022-01-14,17.450001,17.605000,17.261999,17.549999,17.549999,354700
2022-01-18,17.250000,17.420000,17.110001,17.139999,17.139999,606100
2022-01-19,17.200001,17.330000,17.000000,17.020000,17.020000,462500
2022-01-20,17.110001,17.490000,16.879999,16.889999,16.889999,226300
2022-01-21,16.780001,16.889999,16.445000,16.469999,16.469999,458300
2022-01-24,15.890000,16.530001,15.605000,16.490000,16.490000,726200
2022-01-25,16.160000,16.510000,15.990000,16.250000,16.250000,422300
2022-01-26,16.490000,16.636000,15.890000,15.990000,15.990000,442000
2022-01-27,16.084999,16.120001,15.535000,15.590000,15.590000,330700
2022-01-28,15.580000,15.820000,15.285000,15.820000,15.820000,349000
2022-01-31,15.850000,16.420000,15.849000,16.400000,16.400000,224300
2022-02-01,16.540001,16.559999,16.190001,16.530001,16.530001,271300
2022-02-02,16.670000,16.690001,16.250000,16.350000,16.350000,239100
2022-02-03,16.040001,16.209999,15.870000,15.880000,15.880000,144200
2022-02-04,16.004999,16.370001,15.880000,16.225000,16.225000,190900
2022-02-07,16.299999,16.545000,16.299999,16.340000,16.340000,199800
2022-02-08,16.320000,16.680000,16.290001,16.650000,16.650000,155400
2022-02-09,16.950001,17.040001,16.820000,17.020000,17.020000,232000
2022-02-10,16.790001,17.215000,16.622999,16.719999,16.719999,213500
2022-02-11,16.730000,16.915001,16.370001,16.480000,16.480000,252600
2022-02-14,16.420000,16.610001,16.250000,16.379999,16.379999,220500
2022-02-15,16.520000,16.920000,16.520000,16.900000,16.900000,272200
2022-02-16,16.840000,17.010000,16.719999,16.940001,16.940001,98500
2022-02-17,16.730000,16.799999,16.469999,16.520000,16.520000,138100
2022-02-18,16.660000,16.660000,16.270000,16.360001,16.360001,210100
2022-02-22,16.230000,16.400000,16.040001,16.110001,16.110001,205000
2022-02-23,16.320000,16.320000,15.650000,15.680000,15.680000,153400
2022-02-24,15.120000,16.480000,15.120000,16.480000,16.480000,628300
2022-02-25,16.700001,16.799999,16.330000,16.770000,16.770000,292300
2022-02-28,16.809999,17.395000,16.809999,17.340000,17.340000,376700
2022-03-01,17.379999,17.540001,17.014999,17.110001,17.110001,215500
2022-03-02,17.200001,17.200001,16.879999,17.110001,17.110001,137700
2022-03-03,17.330000,17.330000,16.639999,16.719999,16.719999,225400
2022-03-04,16.600000,16.718000,16.360001,16.570000,16.570000,125700
2022-03-07,16.590000,16.834999,16.450001,16.450001,16.450001,363700
2022-03-08,16.389999,16.820000,16.290001,16.350000,16.350000,166700
2022-03-09,16.639999,16.750000,16.452999,16.620001,16.620001,156400
2022-03-10,16.410000,16.559999,16.343000,16.480000,16.480000,87000
2022-03-11,16.629999,16.690001,16.090000,16.110001,16.110001,134000
2022-03-14,16.200001,16.219999,15.690000,15.730000,15.730000,138100
2022-03-15,15.900000,16.180000,15.773000,16.170000,16.170000,223400
2022-03-16,16.450001,16.910000,16.370001,16.895000,16.895000,151400
2022-03-17,16.860001,17.431999,16.860001,17.420000,17.420000,153100
2022-03-18,17.350000,17.889999,17.350000,17.879999,17.879999,171000
2022-03-21,17.799999,17.927000,17.603001,17.760000,17.760000,126100
2022-03-22,17.870001,18.139999,17.834000,18.080000,18.080000,158200
2022-03-23,17.990000,18.070000,17.750000,17.840000,17.840000,141200
2022-03-24,17.959999,18.180000,17.830000,18.180000,18.180000,119200
2022-03-25,18.180000,18.330000,18.100000,18.230000,18.230000,88900
2022-03-28,18.180000,18.209999,17.809999,18.075001,18.075001,119900
2022-03-29,18.180000,18.490000,18.100000,18.459999,18.459999,168300
2022-03-30,18.450001,18.580000,18.240000,18.320000,18.320000,126300
2022-03-31,18.209999,18.219999,17.920000,17.930000,17.930000,136800
2022-04-01,17.959999,18.030001,17.809999,18.030001,18.030001,99600
2022-04-04,18.170000,18.330000,18.049999,18.330000,18.330000,104500
2022-04-05,18.280001,18.389999,17.900000,17.930000,17.930000,131800
2022-04-06,17.770000,17.770000,17.260000,17.410000,17.410000,236500
2022-04-07,17.430000,17.510000,17.129999,17.400000,17.400000,128500
2022-04-08,17.389999,17.403000,17.100000,17.110001,17.110001,102900
2022-04-11,16.980000,17.160000,16.879999,17.010000,17.010000,136000
2022-04-12,17.209999,17.330000,16.889999,16.940001,16.940001,157600
2022-04-13,17.040001,17.230000,17.030001,17.200001,17.200001,139500
2022-04-14,17.299999,17.323999,17.020000,17.020000,17.020000,82800
2022-04-18,16.990000,17.020000,16.770000,16.900000,16.900000,119000
2022-04-19,16.879999,17.219999,16.850000,17.150000,17.150000,89500
2022-04-20,17.245001,17.245001,16.952999,16.959999,16.959999,59400
2022-04-21,17.139999,17.180000,16.280001,16.320000,16.320000,127100
2022-04-22,16.330000,16.370001,15.910000,15.930000,15.930000,209200
2022-04-25,15.760000,16.110001,15.750000,16.090000,16.090000,184900
2022-04-26,16.000000,16.049999,15.500000,15.510000,15.510000,167500
2022-04-27,15.495000,15.650000,15.340000,15.350000,15.350000,194500
2022-04-28,15.670000,15.840000,15.290000,15.770000,15.770000,275200
2022-04-29,15.620000,15.880000,15.295000,15.310000,15.310000,250800
2022-05-02,15.340000,15.520000,15.130000,15.510000,15.510000,311300
2022-05-03,15.570000,15.670000,15.440000,15.570000,15.570000,153900
